DATE,PRCP,SNOW,SNWD,TMAX,TMIN,AWND,PGTM,TAVG,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,warning,closed,work call early release ,delayed report
9/25/2014,0,0,0,283,100,37,,193,170,150,94,107,,,,,,,,1,,,,,,
9/26/2014,0,0,0,283,94,35,,191,140,120,76,94,,,,,,,,,,,,,,
9/27/2014,0,0,0,283,106,36,,192,120,150,76,103,,,,,,,,,,,,,,
9/28/2014,0,0,0,256,100,43,,176,200,210,130,165,,,,,,,,,,,,,,
9/29/2014,127,0,0,239,67,34,,158,250,250,165,201,,,1,,1,,,,,,,,,
9/30/2014,0,0,0,206,44,26,,123,310,310,72,98,,,,,,,,,,,,,,
10/1/2014,0,0,0,206,67,56,,138,350,360,125,161,,,,,,,,,,,,,,
10/2/2014,0,0,0,172,39,40,,98,340,340,103,130,,,,,,,,,,,,,,
10/3/2014,0,0,0,128,0,41,,66,10,10,170,201,,,,,,,,,,,,,,
10/4/2014,0,0,0,222,6,30,,109,170,140,72,94,,,,,,,,,,,,,,
10/5/2014,0,0,0,233,67,35,,145,10,360,94,107,,,,,,,,,,,,,,
10/6/2014,0,0,0,272,39,26,,142,190,190,67,81,,,,,,,,,,,,,,
10/7/2014,0,0,0,239,78,38,,168,140,150,94,125,,,,,,,,,,,,,,
10/8/2014,0,0,0,233,72,27,,149,160,160,63,76,,,,,,,,,,,,,,
10/9/2014,719,0,0,167,78,53,,132,20,80,107,130,1,,1,,,,,1,,,,,,
10/10/2014,33,0,0,100,56,41,,83,150,160,72,76,1,,,,,,,,,,,,,
10/11/2014,0,0,0,172,56,26,,85,130,170,63,72,1,,,,,,,1,,,,,,
10/12/2014,0,0,0,150,44,75,,99,340,340,170,206,,,,,,,,,,,,,,
10/13/2014,0,0,0,144,17,53,,73,340,340,112,157,,,,,,,,,,,,,,
10/14/2014,0,0,0,206,6,30,,96,180,180,54,67,,,,,,,,1,,,,,,
10/15/2014,0,0,0,278,33,34,,137,200,200,125,143,,,,,,,,,,,,,,
10/16/2014,0,0,0,228,61,43,,167,160,150,103,130,,,,,,,,,,,,,,
10/17/2014,0,0,0,156,28,26,,103,160,160,67,98,,,,,,,,,,,,,,
10/18/2014,0,0,0,161,33,22,,87,150,130,58,67,,,,,,,,,,,,,,
10/19/2014,0,0,0,233,56,30,,138,340,340,67,85,,,,,,,,,,,,,,
10/20/2014,0,0,0,206,50,38,,127,170,160,107,134,,,,,,,,,,,,,,
10/21/2014,0,0,0,217,44,37,,127,140,160,98,116,,,,,,,,,,,,,,
10/22/2014,0,0,0,194,67,30,,142,150,160,63,81,,,,,,,,,,,,,,
10/23/2014,0,0,0,217,50,33,,126,190,140,58,81,,,,,,,,,,,,,,
10/24/2014,0,0,0,256,67,38,,158,170,180,76,121,,,,,,,,,,,,,,
10/25/2014,0,0,0,256,78,34,,161,170,180,76,98,,,,,,,,,,,,,,
10/26/2014,0,0,0,256,83,50,,178,250,250,130,157,,,,,,,,,,,,,,
10/27/2014,0,0,0,183,11,58,,110,20,20,143,170,,,,,,,,,,,,,,
10/28/2014,0,0,0,122,0,24,,49,190,200,76,94,,,,,,,,,,,,,,
10/29/2014,0,0,0,200,-5,30,,86,20,150,58,72,,,,,,,,,,,,,,
10/30/2014,0,0,0,156,39,36,,97,180,160,67,81,,,,,,,,,,,,,,
10/31/2014,0,0,0,111,0,38,,57,160,150,76,94,,,,,,,,,,,,,,
11/1/2014,0,0,0,217,17,46,,92,220,210,161,183,,,,,,,,,,,,,,
11/2/2014,0,0,0,183,61,54,,137,220,210,125,161,,,,,,,,,,,,,,
11/3/2014,3,0,0,133,6,48,,71,350,350,143,170,,,,,,,,,,,,,,
11/4/2014,0,0,0,133,-21,28,,49,160,180,63,85,,,,,,,,,,,,,,
11/5/2014,0,0,0,167,-10,37,,84,150,160,76,98,,,,,,,,,,,,,,
11/6/2014,0,0,0,178,-16,27,,71,150,150,67,76,,,,,,,,,,,,,,
11/7/2014,0,0,0,194,6,47,,112,350,360,103,139,,,,,,,,,,,,,,
11/8/2014,0,0,0,144,-10,40,,77,350,360,98,112,,,,,,,,,,,,,,
11/9/2014,0,0,0,178,56,24,,99,220,220,76,103,,,,,,,,,,,,,,
11/10/2014,10,5,0,211,-88,77,,97,20,10,206,246,1,,,,,,,1,,,,,,
11/11/2014,10,64,30,-88,-127,41,,-91,150,150,63,63,1,,,,,,,1,,,,,,
11/12/2014,5,15,80,-127,-177,38,,-135,50,40,72,89,1,,,,,,,1,,,0,0,0,1
11/13/2014,0,0,80,-138,-199,32,,-170,150,150,67,76,1,,,,,,,1,,,,,,
11/14/2014,0,0,50,11,-160,23,,-108,230,230,67,94,1,,,,,,,1,,,,,,
11/15/2014,18,51,50,78,-121,35,,-16,350,340,94,116,1,,,,,,,,,,,,,
11/16/2014,3,13,80,0,-160,23,,-91,190,190,63,67,1,,,,,,,,,,,,,
11/17/2014,0,0,80,28,-127,21,,-52,160,210,58,76,,,,,,,,,,,,,,
11/18/2014,0,0,80,111,-105,33,,-19,310,320,125,148,,,,,,,,,,,,,,
11/19/2014,0,0,0,83,-32,27,,37,20,140,63,81,,,,,,,,,,,,,,
11/20/2014,0,0,0,117,-32,30,,28,140,140,67,81,,,,,,,,,,,,,,
11/21/2014,0,0,0,128,-43,31,,35,20,140,63,72,,,,,,,,,,,,,,
11/22/2014,0,0,0,161,-49,49,,41,310,300,134,197,,,,,,,,,,,,,,
11/23/2014,18,25,0,89,-66,55,,43,20,10,130,148,1,,,,,,,,,,,,,
11/24/2014,0,8,30,44,-88,69,,-10,360,360,157,197,1,,,,,,,,,,,,,
11/25/2014,0,0,0,100,-93,55,,-19,310,320,143,183,,,,,,,,,,,,,,
11/26/2014,0,0,0,39,-60,27,,2,10,10,103,116,,,,,,,,,,,,,,
11/27/2014,0,0,0,189,-60,39,,53,300,290,139,192,,,,,,,,,,,,,,
11/28/2014,0,0,0,206,28,29,,119,320,320,72,94,,,,,,,,,,,,,,
11/29/2014,0,0,0,206,33,40,,124,240,230,125,143,,,,,,,,,,,,,,
11/30/2014,0,0,0,161,-82,49,,86,210,210,139,161,,,,,,,,,,,,,,
12/1/2014,5,0,0,-10,-93,37,,-67,160,150,67,81,1,,,,,,,1,,,,,,
12/2/2014,0,0,0,144,-43,25,,33,200,160,76,81,,,,,,,,,,,,,,
12/3/2014,0,0,0,83,-55,45,,31,160,160,103,116,,,,,,,,,,,,,,
12/4/2014,0,0,0,106,-55,28,,26,150,150,72,81,,,,,,,,,,,,,,
12/5/2014,0,0,0,144,-10,34,,67,60,10,67,94,,,,,,,,,,,,,,
12/6/2014,0,0,0,56,-16,30,,25,360,360,63,63,,,,,,,,,,,,,,
12/7/2014,0,0,0,144,-27,31,,58,340,340,58,63,,,,,,,,,,,,,,
12/8/2014,0,0,0,139,-38,25,,33,40,90,58,94,,,,,,,,,,,,,,
12/9/2014,0,0,0,128,-55,22,,25,30,30,67,72,,,,,,,,,,,,,,
12/10/2014,0,0,0,156,-32,30,,57,160,160,63,76,,,,,,,,,,,,,,
12/11/2014,0,0,0,161,-32,26,,53,30,30,63,63,,,,,,,,,,,,,,
12/12/2014,0,0,0,156,-32,30,,45,150,150,63,67,,,,,,,,,,,,,,
12/13/2014,0,0,0,133,-16,23,,42,10,20,58,63,,,,,,,,,,,,,,
12/14/2014,3,0,0,61,-10,92,,23,340,340,161,197,1,,,1,,,,,,,,,,
12/15/2014,0,0,0,78,-71,26,,-6,20,10,98,116,1,,,,,,,,,,,,,
12/16/2014,0,0,0,17,-82,21,,-36,10,170,40,54,,,,,,,,,,,,,,
12/17/2014,3,8,0,56,-71,18,,-13,150,150,67,72,1,,,,,,,,,,,,,
12/18/2014,0,0,0,56,-43,27,,1,150,130,67,85,1,1,,,,,,,,,,,,
12/19/2014,0,0,0,67,-77,25,,-1,340,330,58,72,1,,,,,,,,,,,,,
12/20/2014,0,0,0,111,-60,24,,10,160,150,58,72,,,,,,,,,,,,,,
12/21/2014,5,0,0,111,-49,49,,25,300,300,143,174,1,,,,,,,,,,,,,
12/22/2014,8,3,0,33,-38,46,,16,10,10,98,116,1,,,,,,,1,,,,,,
12/23/2014,0,5,0,6,-93,76,,-27,340,340,183,237,,,,,,,,,,,,,,
12/24/2014,0,0,0,56,-121,23,,-46,150,50,58,63,,,,,,,,,,,,,,
12/25/2014,0,0,0,133,-55,64,,31,340,280,143,183,,,,,,,,,,,,,,
12/26/2014,3,20,0,-43,-99,46,,-58,330,320,103,130,1,,,,,,,,,,,,,
12/27/2014,0,0,30,-21,-149,26,,-84,170,200,67,85,1,,,,,,,,,,,,,
12/28/2014,0,0,0,72,-132,39,,-51,300,290,125,148,,,,,,,,,,,,,,
12/29/2014,15,56,0,-55,-155,74,,-71,340,350,130,152,1,,,,,,,,1,,0,1,0,0
12/30/2014,0,3,30,-149,-221,27,,-163,180,360,63,72,1,,,,,,,,,,0,0,0,1
12/31/2014,0,0,30,0,-238,18,,-150,150,160,54,58,1,,,,,,,1,,,,,,
1/1/2015,23,51,0,-43,-166,38,,-99,350,10,81,98,1,1,,,,,,,,,,,,
1/2/2015,0,0,50,22,-110,26,,-51,10,10,72,81,,,,,,,,,,,,,,
1/3/2015,0,0,50,50,-127,59,,-36,360,360,161,188,,,,,,,,,,,,,,
1/4/2015,0,0,30,-10,-160,15,,-99,50,40,67,76,1,,,,,,,,,,,,,
1/5/2015,0,0,0,161,-71,43,,8,290,300,148,206,,,,,,,,,,,,,,
1/6/2015,0,0,0,133,-38,24,,54,60,60,89,107,,,,,,,,,,,,,,
1/7/2015,3,8,0,28,-99,48,,-33,170,170,103,116,1,1,,,,1,,,,,0,1,0,1
1/8/2015,0,0,0,150,-99,57,,23,50,310,130,157,1,,,,,1,,,,,,,,
1/9/2015,3,3,0,-49,-71,36,,-49,50,50,89,103,1,1,,,,1,,,,,,,,
1/10/2015,0,0,0,122,-60,37,,4,160,160,72,81,1,1,,,,,,,,,,,,
1/11/2015,109,127,0,122,-38,40,,39,50,50,107,125,1,,,,,,,,,,,,,
1/12/2015,8,38,150,-16,-77,37,,-30,150,150,72,76,1,1,,,,1,,,,,0,1,0,0
1/13/2015,0,0,180,0,-77,32,,-57,330,320,107,152,1,1,,,,1,,,,,,,,
1/14/2015,0,0,180,-16,-77,21,,-33,350,340,58,72,1,,,,,,,,,,,,,
1/15/2015,0,0,100,83,-66,30,,-17,350,350,67,72,,,,,,,,,,,,,,
1/16/2015,0,0,0,122,-43,44,,24,340,340,143,183,,,,,,,,,,,,,,
1/17/2015,0,0,0,106,-43,55,,73,300,350,157,201,,,,,,,,,,,,,,
1/18/2015,0,0,0,144,-38,43,,58,300,290,134,183,,,,,,,,,,,,,,
1/19/2015,0,0,0,139,6,56,,100,310,300,143,188,,,,,,,,,,,,,,
1/20/2015,0,0,0,11,-21,27,,6,150,150,63,67,1,1,,,,,,,,,,,,
1/21/2015,58,117,30,-10,-121,31,,-30,50,50,72,89,1,,,,,,,,,,,,,
1/22/2015,0,0,130,-27,-166,23,,-83,20,10,58,63,,,,,,,,,,,,,,
1/23/2015,0,0,80,72,-99,51,,-25,10,20,107,121,,,,,,,,,,,,,,
1/24/2015,0,0,0,122,-49,41,,28,40,30,116,139,,,,,,,,,,,,,,
1/25/2015,0,0,0,117,-27,25,,39,20,20,103,121,,,,,,,,,,,,,,
1/26/2015,0,0,0,189,6,27,,75,20,140,54,63,,,,,,,,,,,,,,
1/27/2015,0,0,0,194,17,41,,92,30,160,76,85,,,,,,,,,,,,,,
1/28/2015,0,0,0,150,28,69,,108,290,300,148,192,,,,,,,,,,,,,,
1/29/2015,0,0,0,72,0,43,,40,170,160,94,112,,,,,,,,,,,,,,
1/30/2015,0,0,0,56,-27,26,,13,340,340,89,112,,,,,,,,,,,,,,
1/31/2015,18,0,0,39,-10,22,,25,350,,58,,1,,,,,,,,,,,,,
2/1/2015,0,0,0,-5,-71,50,,-19,350,360,107,134,,,,,,,,,,,,,,
2/2/2015,0,0,0,128,-82,35,,4,130,140,76,98,,,,,,,,,,,,,,
2/3/2015,0,0,0,156,-21,33,,59,200,140,94,116,,,,,,,,,,,,,,
2/4/2015,0,0,0,89,-55,54,,31,10,360,161,188,1,1,,,,1,,1,,,,,,
2/5/2015,0,0,0,189,-55,29,,16,290,290,76,94,1,1,,,,,,,,,,,,
2/6/2015,0,0,0,222,17,34,,125,80,180,76,98,,,,,,,,,,,,,,
2/7/2015,0,0,0,233,56,54,,143,280,300,116,152,,,,,,,,,,,,,,
2/8/2015,0,0,0,189,11,37,,133,320,330,116,157,,,,,,,,,,,,,,
2/9/2015,0,0,0,178,-10,38,,84,290,290,98,121,,,,,,,,,,,,,,
2/10/2015,74,0,0,161,22,56,,106,350,350,170,197,1,,,,,,,,,,,,,
2/11/2015,28,13,30,67,-21,37,,34,20,340,98,121,1,,,,,,,,,,,,,
2/12/2015,0,0,0,122,-49,24,,23,10,20,45,49,,,,,,,,,,,,,,
2/13/2015,0,0,0,144,0,26,,62,160,160,67,85,,,,,,,,,,,,,,
2/14/2015,0,0,0,189,-10,30,,76,160,150,67,76,,,,,,,,,,,,,,
2/15/2015,33,51,0,61,-27,54,,33,350,360,165,197,1,,,,,,,,,,,,,
2/16/2015,30,43,80,-16,-77,33,,-28,20,20,89,103,1,,,,,,,1,,,,,,
2/17/2015,0,0,100,-10,-116,29,,-57,200,200,63,72,,,,,,,,,,,,,,
2/18/2015,0,0,30,61,-88,22,,-31,170,190,67,81,,,,,,,,,,,,,,
2/19/2015,0,0,30,183,-49,38,,64,330,300,139,179,,,,,,,,,,,,,,
2/20/2015,0,0,0,161,-16,64,,71,360,350,170,201,,,1,,,,,,,,,,,
2/21/2015,79,127,0,-5,-88,51,,-4,330,330,139,174,1,,,,1,,,,,,,,,
2/22/2015,61,64,150,-88,-149,47,,-93,350,350,76,89,1,,,,,,,,,,0,1,0,0
2/23/2015,13,38,180,-43,-155,29,,-140,150,160,63,72,1,,,,,,,,,,0,1,0,0
2/24/2015,0,0,180,17,-110,31,,-53,360,310,72,85,,,,,,,,,,,,,,
2/25/2015,3,3,80,61,-82,59,,-12,20,20,125,152,1,,,,,,,,,,,,,
2/26/2015,38,38,80,-66,-132,54,,-77,10,10,107,130,1,,,,,,,1,,,1,0,0,0
2/27/2015,10,46,130,-116,-149,38,,-131,140,150,76,85,1,,,,,,,,,,0,1,0,0
2/28/2015,0,0,180,-66,-193,20,,-129,150,160,54,63,1,,,,,,,1,,,,,,
3/1/2015,5,8,100,-5,-121,28,,-79,190,160,63,72,1,,,,,,,,,,,,,
3/2/2015,0,0,50,33,-66,30,,-51,240,270,89,125,1,,,,,,,1,,,,,,
3/3/2015,8,8,50,72,-60,62,,-3,250,240,148,201,1,,,,,,,1,,,,,,
3/4/2015,20,84,100,-60,-132,36,,-84,20,120,76,89,1,,,,,,,,,,0,1,0,0
3/5/2015,0,0,130,28,-188,29,,-95,20,20,63,63,1,,,,,,,1,,,,,,
3/6/2015,0,0,80,100,-71,32,,4,30,130,58,67,,,,,,,,,,,,,,
3/7/2015,0,0,80,111,-32,49,,33,160,160,116,148,,,,,,,,,,,,,,
3/8/2015,0,0,30,106,0,47,,51,20,340,89,116,,,,,,,,,,,,,,
3/9/2015,0,0,0,133,-38,27,,49,130,120,67,89,,,,,,,,,,,,,,
3/10/2015,0,0,0,167,-5,48,,72,350,20,103,130,,,,,,,,,,,,,,
3/11/2015,0,0,0,183,-10,35,,76,180,150,94,112,,,,,,,,,,,,,,
3/12/2015,0,0,0,178,39,50,,106,10,10,103,134,,,,,,,,,,,,,,
3/13/2015,0,0,0,133,33,62,,91,10,330,112,148,,,,,,,,,,,,,,
3/14/2015,0,0,0,167,-21,39,,76,160,140,89,116,,,,,,,,,,,,,,
3/15/2015,0,0,0,233,-5,30,,103,150,140,81,103,,,,,,,,,,,,,,
3/16/2015,0,0,0,267,28,53,,151,360,360,112,139,,,,,,,,,,,,,,
3/17/2015,0,0,0,78,22,53,,74,50,50,103,121,1,1,,,,,,,,,,,,
3/18/2015,51,0,0,172,0,29,,62,290,300,89,107,1,,,,,,,,,,,,,
3/19/2015,112,0,0,78,-5,52,,65,350,340,112,134,1,,,,,,,,,,,,,
3/20/2015,0,0,0,161,-10,26,,61,160,170,67,94,,,,,,,,,,,,,,
3/21/2015,0,0,0,178,-5,31,,86,130,110,67,94,,,,,,,,,,,,,,
3/22/2015,0,0,0,211,28,49,,120,90,80,139,157,,,,,,,,,,,,,,
3/23/2015,0,0,0,161,28,60,,100,20,170,130,143,,,,,,,,,,,,,,
3/24/2015,3,0,0,189,22,47,,97,310,310,192,241,,,,,,,,,,,,,,
3/25/2015,8,0,0,89,-32,60,,58,30,30,157,183,1,,,,,,,,,,,,,
3/26/2015,0,0,0,150,-49,26,,36,210,200,67,89,,,,,,,,1,,,,,,
3/27/2015,0,0,0,194,-10,29,,95,160,150,67,85,,,,,,,,,,,,,,
3/28/2015,0,0,0,244,44,41,,147,290,290,107,134,,,,,,,,,,,,,,
3/29/2015,0,0,0,167,56,61,,133,20,20,116,139,,,,,,,,,,,,,,
3/30/2015,0,0,0,228,0,32,,122,300,270,72,89,,,,,,,,,,,,,,
3/31/2015,0,0,0,233,28,38,,137,210,240,134,174,,,,,,,,,,,,,,
4/1/2015,0,0,0,222,44,38,,144,300,300,201,259,,,,,,,1,1,,,0,1,0,0
4/2/2015,3,0,0,144,-5,68,,71,340,340,192,241,1,,,,,,,,,,,,,
4/3/2015,8,5,0,89,-32,39,,19,140,150,94,103,1,,,,,,,,,,,,,
4/4/2015,0,0,0,178,-55,43,,55,170,170,143,170,,,,,,,,,,,,,,
4/5/2015,0,0,0,228,33,47,,128,210,200,130,157,,,,,,,,,,,,,,
4/6/2015,0,0,0,239,56,58,,164,250,220,161,192,,,,,,,,,,,,,,
4/7/2015,0,0,0,217,94,75,,162,220,220,174,197,,,,,,,,,,,,,,
4/8/2015,0,0,0,217,28,88,,143,220,220,179,224,,,,,,,,,,,,,,
4/9/2015,0,0,0,106,0,62,,67,10,10,125,148,,,,,,,,,,,,,,
4/10/2015,0,0,0,150,-21,34,,62,150,120,89,103,,,,,,,,,,,,,,
4/11/2015,0,0,0,206,6,29,,103,230,240,125,143,,,,,,,,,,,,,,
4/12/2015,0,0,0,217,33,48,,138,20,30,130,170,,,,,,,,,,,,,,
4/13/2015,0,0,0,167,-5,54,,89,150,180,107,174,,,,,,,,,,,,,,
4/14/2015,0,0,0,222,-16,50,,95,140,140,125,157,,,,,,,,,,,,,,
4/15/2015,0,0,0,194,28,86,,129,210,200,197,237,,,,,,,,,,,,,,
4/16/2015,76,38,0,28,6,84,,31,320,310,148,201,1,,,,,,,,,,,,,
4/17/2015,99,0,50,111,6,57,,38,160,60,103,134,1,,1,,1,,,,,,,,,
4/18/2015,0,0,0,94,11,50,,44,320,320,116,165,,,1,,,,,,,,,,,
4/19/2015,3,0,0,106,17,67,,53,360,10,157,197,1,,,,,,,,,,,,,
4/20/2015,0,0,0,117,6,30,,54,10,10,76,94,,,,,,,,,,,,,,
4/21/2015,0,0,0,183,0,33,,91,30,30,148,170,,,,,,,,,,,,,,
4/22/2015,0,0,0,161,28,34,,88,160,160,112,130,,,,,,,,,,,,,,
4/23/2015,0,0,0,211,22,32,,122,270,270,161,179,,,,,,,,,,,,,,
4/24/2015,0,0,0,183,28,38,,108,350,350,130,165,,,1,,,,,,,,,,,
4/25/2015,0,0,0,194,39,38,,113,160,160,125,170,,,1,,,,,,,,,,,
4/26/2015,46,0,0,111,39,61,,90,90,90,103,125,1,,,,,,,,,,,,,
4/27/2015,13,0,0,89,28,54,,51,20,30,94,103,1,,,,,,,,,,,,,
4/28/2015,0,0,0,144,11,37,,76,180,180,76,94,,,,,,,,,,,,,,
4/29/2015,0,0,0,217,11,31,,111,170,170,63,85,,,,,,,,,,,,,,
4/30/2015,0,0,0,261,50,41,,161,360,360,139,165,,,,,,,,,,,,,,
5/1/2015,5,0,0,183,89,38,,139,100,340,94,112,,,1,,,,,,,,,,,
5/2/2015,8,0,0,244,56,38,,144,220,220,107,148,,,1,,1,,,,,,,,,
5/3/2015,0,0,0,239,72,50,,158,10,10,130,157,,,,,,,,,,,,,,
5/4/2015,320,0,0,178,83,45,,125,30,30,112,130,1,,1,,,,,,,,,,,
5/5/2015,150,0,0,100,83,41,,95,110,100,103,134,1,,,,,,,,,,,,,
5/6/2015,23,0,0,178,78,28,,101,50,50,81,94,1,1,1,,,,,,,,,,,
5/7/2015,91,0,0,172,56,36,,108,150,160,112,139,1,,1,,1,,,,,,,,,
5/8/2015,196,0,0,117,61,57,,90,230,220,116,143,1,1,1,,1,,,,,,,,,
5/9/2015,160,0,0,167,-5,84,,89,340,350,170,215,1,1,1,,1,,,,,,,,,
5/10/2015,46,0,0,94,-16,58,,26,340,330,134,170,1,1,,,,,,,,,,,,
5/11/2015,0,0,0,111,0,36,,33,150,150,76,89,1,1,,,,,,,,,,,,
5/12/2015,3,0,0,206,28,42,,96,160,150,94,112,,,1,,,,,,,,,,,
5/13/2015,28,0,0,150,67,36,,114,150,150,76,89,1,,1,,,,,,,,,,,
5/14/2015,0,0,0,211,39,35,,120,150,160,89,107,,,1,,,,,,,,,,,
5/15/2015,0,0,0,211,61,53,,137,230,220,143,174,,,,,,,,,,,,,,
5/16/2015,0,0,0,172,67,52,,114,360,10,116,143,,,1,,,,,,,,,,,
5/17/2015,5,0,0,206,50,43,,122,50,70,94,116,,,,,,,,,,,,,,
5/18/2015,69,0,0,117,61,44,,98,120,120,103,134,1,,,,,,,,,,,,,
5/19/2015,422,0,0,83,39,59,,63,130,130,103,125,1,,,,,,,,,,0,1,0,0
5/20/2015,18,0,0,89,-10,41,,53,140,150,76,89,1,1,,,,,,1,,,,,,
5/21/2015,117,0,0,89,33,48,,55,160,150,81,98,1,1,,,,,,,,,,,,
5/22/2015,107,0,0,194,61,43,,96,170,170,125,148,1,,1,,,,,,,,,,,
5/23/2015,99,0,0,150,72,32,,108,270,270,134,157,1,,1,,1,,,,,,,,,
5/24/2015,5,0,0,150,56,27,,98,270,270,107,139,,,1,,,,,,,,,,,
5/25/2015,10,0,0,183,67,35,,114,160,160,94,112,,,1,,,,,,,,,,,
5/26/2015,66,0,0,194,50,26,,118,190,190,130,152,,,1,,1,,,,,,,,,
5/27/2015,0,0,0,239,67,36,,143,250,250,98,125,,,1,,,,,,,,,,,
5/28/2015,58,0,0,239,83,36,,168,360,360,94,139,,,1,,1,,,,,,,,,
5/29/2015,61,0,0,194,78,38,,138,10,20,94,112,,,1,,1,,,,,,0,1,1,0
5/30/2015,0,0,0,189,78,36,,117,160,170,81,98,,,,,,,,,,,0,1,0,0
5/31/2015,0,0,0,250,78,34,,157,220,210,112,134,,,1,,,,,,,,,,,
6/1/2015,0,0,0,278,100,37,,184,210,200,157,192,,,1,,,,,,,,,,,
6/2/2015,0,0,0,300,106,38,,207,160,160,103,125,,,,,,,,,,,,,,
6/3/2015,0,0,0,244,122,67,,202,360,360,130,152,,,,,,,,,,,,,,
6/4/2015,25,0,0,283,144,46,,197,160,150,116,139,1,,1,,1,,,1,,,,,,
6/5/2015,18,0,0,244,133,50,,186,340,330,98,130,1,,1,,,,,,,,,,,
6/6/2015,5,0,0,261,117,34,,183,250,250,112,157,,,1,,,,,,,,,,,
6/7/2015,23,0,0,244,94,34,,168,320,320,134,157,,,1,,,,,,,,,,,
6/8/2015,0,0,0,256,89,32,,179,140,130,67,94,,,,,,,,,,,,,,
6/9/2015,0,0,0,283,122,40,,212,140,150,94,125,,,,,,,,,,,,,,
6/10/2015,5,0,0,261,150,34,,217,270,270,143,165,,,1,,,,,,,,,,,
6/11/2015,272,0,0,233,122,47,,179,360,360,148,192,1,,1,,1,,,,,,,,,
6/12/2015,109,0,0,211,117,29,,144,350,360,76,89,1,,,,,,,,,,,,,
6/13/2015,20,0,0,267,111,32,,181,80,330,116,143,1,1,1,,,,,,,,,,,
6/14/2015,10,0,0,256,106,43,,181,80,200,107,134,,,1,,,,,,,,,,,
6/15/2015,803,0,0,222,117,40,,168,330,330,125,148,1,,1,,,,,,,,,,,
6/16/2015,5,0,0,250,128,37,,181,280,290,130,161,,,1,,,,,,,,,,,
6/17/2015,5,0,0,283,144,31,,206,170,290,107,125,,,1,,,,,,,,0,0,0,1
6/18/2015,0,0,0,278,139,44,,207,350,360,116,148,,,1,,,,,,,,,,,
6/19/2015,0,0,0,306,150,32,,209,150,150,81,94,1,1,,,,,,,,,,,,
6/20/2015,0,0,0,300,172,57,,242,10,360,112,134,,,,,,,,,,,,,,
6/21/2015,0,0,0,333,144,36,,242,170,160,107,130,,,,,,,,,,,,,,
6/22/2015,0,0,0,300,178,46,,256,360,330,112,134,,,,,,,,,,,,,,
6/23/2015,3,0,0,283,144,42,,206,190,180,143,192,,,1,,,,,,,,,,,
6/24/2015,0,0,0,294,161,39,,228,20,20,112,139,,,1,,,,,,,,,,,
6/25/2015,5,0,0,289,128,36,,217,320,300,157,219,,,1,,,,,,,,,,,
6/26/2015,8,0,0,256,156,30,,207,70,70,81,98,,,1,,,,,,,,,,,
6/27/2015,0,0,0,306,144,31,,213,40,150,89,112,,,,,,,,,,,,,,
6/28/2015,137,0,0,300,150,34,,222,250,300,134,170,,,1,,1,,,,,,,,,
6/29/2015,0,0,0,272,139,33,,204,50,50,107,134,,,,,,,,,,,,,,
6/30/2015,0,0,0,306,139,32,,226,360,10,76,103,,,,,,,,,,,,,,
7/1/2015,23,0,0,306,167,38,,239,340,340,125,143,1,,1,,,,,,,,,,,
7/2/2015,0,0,0,244,139,38,,187,360,360,116,143,,,1,,,,,,,,,,,
7/3/2015,81,0,0,278,128,30,,198,340,330,148,183,,,1,,,,,,,,,,,
7/4/2015,0,0,0,306,133,41,,203,260,260,170,201,,,1,,,,,,,,,,,
7/5/2015,8,0,0,311,150,41,,234,10,10,130,157,,,,,,,,,,,,,,
7/6/2015,15,0,0,228,139,59,,191,60,50,112,134,1,,1,,,,,,,,,,,
7/7/2015,3,0,0,161,122,41,,139,180,170,81,98,1,,,,,,,,,,,,,
7/8/2015,15,0,0,200,133,29,,155,10,20,76,89,1,,1,,,,,1,,,,,,
7/9/2015,114,0,0,244,133,34,,165,10,330,98,125,1,,1,,,,,1,,,,,,
7/10/2015,0,0,0,272,122,32,,182,170,170,76,98,,,,,,,,,,,0,0,0,1
7/11/2015,0,0,0,294,144,40,,220,330,330,72,85,,,,,,,,,,,,,,
7/12/2015,0,0,0,300,139,35,,232,220,230,98,116,,,,,,,,,,,,,,
7/13/2015,0,0,0,306,172,43,,246,310,290,98,121,,,,,,,,,,,,,,
7/14/2015,13,0,0,289,161,40,,226,320,310,89,112,,,1,,,,,,,,,,,
7/15/2015,378,0,0,283,133,31,,190,350,350,148,174,1,,1,,,,,,,,,,,
7/16/2015,0,0,0,289,122,33,,207,300,300,107,134,,,1,,,,,,,,,,,
7/17/2015,5,0,0,306,139,36,,225,330,350,107,170,,,1,,,,,,,,,,,
7/18/2015,0,0,0,300,156,40,,220,270,340,116,143,,,,,,,,,,,,,,
7/19/2015,8,0,0,289,133,30,,202,330,340,112,143,,,1,,,,,,,,,,,
7/20/2015,0,0,0,267,144,35,,208,220,220,98,121,,,,,,,,,,,,,,
7/21/2015,30,0,0,261,156,47,,202,170,140,134,170,1,,1,,,,,,,,,,,
7/22/2015,0,0,0,289,128,30,,203,50,50,81,98,,,,,,,,,,,,,,
7/23/2015,0,0,0,322,139,26,,234,110,120,67,89,,,,,,,,,,,,,,
7/24/2015,0,0,0,306,178,54,,253,350,340,94,116,,,,,,,,,,,,,,
7/25/2015,0,0,0,317,156,40,,242,360,10,107,130,,,,,,,,,,,,,,
